,File,Class,Text,Datatype
1699,answer850.txt,0,just five months ago dean committed to accepting taxpayer money and the spending limits that come with it and vowed to attack any democrat who didnt ,train
1700,source851.txt,-1, contrary to the court s decision we firmly believe congress gave the ftc authority to implement the national do not call list ,orig
1701,answer851.txt,1, contrary to the court s decision we firmly believe congress gave the f t c authority to implement the national do not call list  the congressmen said in a statement ,train
1702,source852.txt,-1,ruffner 45 doesn t yet have an attorney in the murder charge authorities said ,orig
1703,answer852.txt,1,ruffner 45 does not have a lawyer on the murder charge authorities said ,test
1704,source853.txt,-1,some of the computers also are used to send spam e mail messages to drum up traffic to the sites ,orig
1705,answer853.txt,1,some are also used to send spam e mail messages to boost traffic to the sites ,train
1706,source854.txt,-1,it also faces significant regulatory delays and uncertainty and threatens serious damage to the company s business he added ,orig
1707,answer854.txt,1, it is highly conditional faces significant regulatory delays and uncertainty and threatens serious damage to our business ,train
1708,source855.txt,-1,mason said al amoudi was arrested at dulles international airport on sunday as he came into the country ,orig
1709,answer855.txt,1,al amoudi was arrested at dulles international airport after arriving on a british airways flight from london ,train
1710,source856.txt,-1,i never thought i d write these words but here goes i miss vin diesel ,orig
1711,answer856.txt,1,i never thought i d say this but i almost missed vin diesel at first ,train
1712,source857.txt,-1,the report ranked 45 large companies based on employment marketing procurement community reinvestment and charitable donations ,orig
1713,answer857.txt,0,of those three only dillard s responded to the survey that ranked 45 large companies on employment marketing procurement community reinvestment and charitable donations ,train
1714,source858.txt,-1,those findings published in today s journal of the american medical association are the latest bad news about estrogen progestin therapy ,orig
1715,answer858.txt,1,the findings published tuesday in the journal of the american medical association were the latest bad news about estrogen progestin therapy ,train
1716,source859.txt,-1,a view of the devastation left behind when a man drove his car through a crowded farmers market in santa monica on wednesday ,orig
1717,answer859.txt,0,the body of a victim lies under a yellow tarp in front of a car that plowed through a crowded farmers market in santa monica ,train
1718,source860.txt,-1,experts said the case marks one of the first times in which a parent was charged with contributing to a child s suicide ,orig
1719,answer860.txt,1,legal experts say the case may mark the first time a parent has been convicted of contributing to a child s suicide ,train
1720,source861.txt,-1,an amendment to remove the exemption for the state sanctioned sites failed on a much closer 237 186 vote ,orig
1721,answer861.txt,1,an amendment to remove such protections failed by a vote of 186 to 237 ,train
1722,source862.txt,-1,the ap quotes a local policeman as saying the british troops were targeted by townspeople angry over civilian deaths during a demonstration yesterday in the town of majar al kabir ,orig
1723,answer862.txt,1,associated press quotes a local policeman as saying that the british troops were targeted by townspeople angry over civilian deaths during an earlier demonstration in the town of majar al kabir ,train
1724,source863.txt,-1,baer said he had concluded that lawyers for the two victims have shown albeit barely that iraq provided material support to bin laden and al qaeda ,orig
1725,answer863.txt,1,judge harold baer concluded wednesday that lawyers for the two victims have shown albeit barely that iraq provided material support to bin laden and al qaida ,test
1726,source864.txt,-1,mayor michael r bloomberg said yesterday that the men s behavior was a disgrace and totally inappropriate for city employees ,orig
1727,answer864.txt,1,mayor bloomberg said the behavior of the people in question was a disgrace and totally inappropriate for city employees ,train
1728,source865.txt,-1,right now only six states do arkansas michigan minnesota new jersey virginia and wisconsin ,orig
1729,answer865.txt,1,manuals produced by only six states  arkansas michigan minnesota new jersey virginia and wisconsin  now have such sections ,train
1730,source866.txt,-1,indonesia s army has often been accused of human rights abuses during gam s battle for independence charges it has generally denied while accusing the separatists of committing rights violations ,orig
1731,answer866.txt,0,indonesia s army has been accused of human rights abuses during its earlier battles with gam charges it has generally denied ,test
1732,source867.txt,-1,mr brendsel is expected to remain with the freddie mac foundation ,orig
1733,answer867.txt,1,freddie expects brendsel to continue serving as chair of the freddie mac foundation ,test
1734,source868.txt,-1,they also are reshaping the retail business relationship elsewhere as companies take away ideas and practices that change how they do business in their own firms and with others ,orig
1735,answer868.txt,1,they also are reshaping the retail business relationship as companies take away concepts and practices that change how they do business internally and with others ,test
1736,source869.txt,-1,the technology laced nasdaq composite index ixic rose 39 39 points or 2 2 percent to 1 826 33 after losing more than 2 percent on tuesday ,orig
1737,answer869.txt,0,the blue chip dow jones industrial average dji jumped 194 14 points or 2 09 percent to 9 469 20 after sinking more than 1 percent a day earlier ,train
1738,source870.txt,-1,frank quattrone the former credit suisse first boston technology investment banking guru reportedly pleaded not guilty tuesday to charges of obstruction of justice and witness tampering ,orig
1739,answer870.txt,1,new york  dow jones  former star investment banker frank quattrone pleaded not guilty tuesday to criminal charges of obstruction of justice and witness tampering ,train
1740,source871.txt,-1,it is the fifth such election in iraq after the northern city of mosul and three cities in iraq s south ,orig
1741,answer871.txt,1,other elections have taken place in the northern city of mosul and three cities in iraq s south ,train
1742,source872.txt,-1,it said a civil complaint by the securities and exchange commission is expected as well ,orig
1743,answer872.txt,1,stewart also faces a separate investigation by the securities and exchange commission ,train
1744,source873.txt,-1, this individual s lawyers are trying to obtain from the court a free pass to download or upload music online illegally ,orig
1745,answer873.txt,1, her lawyers are trying to obtain a free pass to download or upload music on line illegally ,train
1746,source874.txt,-1,the 30 year bond us30yt rr firmed 26 32 taking its yield to 4 17 percent after hitting another record low of 4 16 percent ,orig
1747,answer874.txt,0,the 30 year bond us30yt rr firmed 14 32 taking its yield to 4 19 percent from 4 22 percent ,train
1748,source875.txt,-1,the shooter ran away police said eluding an officer who gave chase ,orig
1749,answer875.txt,0,police said the shooter ran away from an officer who chased him and still was being sought thursday night ,train
1750,source876.txt,-1,but sco has hit back saying  we view ibm s counterclaim filing today as an effort to distract attention from its flawed linux business model ,orig
1751,answer876.txt,1,in a statement an sco spokeman said  we view ibm s counterclaim filing today as an effort to distract attention from its flawed linux business model ,test
1752,source877.txt,-1,helicopters hovered over al khalidiya into the early hours of sunday ,orig
1753,answer877.txt,1,helicopters hovered throughout the day over the al khalidiya neighborhood where the raid took place ,train
1754,source878.txt,-1,if walker appeals parrish s ruling it would stop the extradition process and could take several months rork said ,orig
1755,answer878.txt,1,the appeal would stop the extradition process and could take several months rork said ,train
1756,source879.txt,-1,boykins also referred to islamist fighters as americas spiritual enemy that will only be defeated if we come against them in the name of jesus ,orig
1757,answer879.txt,1,our spiritual enemy  boykin continued  will only be defeated if we come against them in the name of jesus ,train
1758,source880.txt,-1,the first vulnerability is a buffer overrun that results from ie s failure to properly determine an object type returned from a web server ,orig
1759,answer880.txt,1,first up microsoft said a buffer overrun vulnerability occurs because ie does not properly determine an object type returned from a web server ,train
1760,source881.txt,-1, to make sure that we avoided any perception of wrongdoing we are not co mingling appropriated and non appropriated funds from congress  said faletti ,orig
1761,answer881.txt,1, to make sure that we avoided any perception of wrongdoing we are not comingling appropriated and nonappropriated funds from congress  said faletti ,train
1762,source882.txt,-1,in falluja on thursday two grenades were thrown at soldiers from the third armored cavalry regiment wounding seven ,orig
1763,answer882.txt,1,in al fallujah two grenades were thrown thursday at soldiers from the 3rd armored cavalry regiment wounding seven none seriously ,train
1764,source883.txt,-1,prince saud said  the kingdom of saudi arabia has been wrongfully and morbidly accused of complicity in the tragic terrorist attacks of september 11 2001 ,orig
1765,answer883.txt,1, the kingdom of saudi arabia has been wrongfully and morbidly accused of complicity in the tragic terrorist attacks of sept 11 2001  he said ,test
1766,source884.txt,-1, if the voluntary reliability standards were complied with we wouldn t have had a problem ,orig
1767,answer884.txt,1, if the voluntary reliability standards had been complied with we wouldn t have had a problem  mr dhaliwal said ,test
1768,source885.txt,-1,china accounted for about 14 percent of motorola s sales last year and the company has large manufacturing operations there ,orig
1769,answer885.txt,0,china accounted for 14 of motorola s 26 7 billion in sales last year ,train
1770,source886.txt,-1,bush also hoped to polish his anti aids credentials in uganda which has been hailed as an african pioneer in fighting the killer disease ,orig
1771,answer886.txt,1,president bush flies to uganda friday hoping to polish his anti aids credentials in a country hailed as an african pioneer in fighting the epidemic ,train
1772,source887.txt,-1,shares of mony were gaining 2 57 or 9  to 31 90 in after hours trading on instinet ,orig
1773,answer887.txt,1,mony shares rose 8 76 per cent to 31 90 in after hours trading in new york ,train
1774,source888.txt,-1,founded in 1996 the lendingtree exchange consists of more than 200 banks lenders and brokers ,orig
1775,answer888.txt,0,lendingtree matches borrowers via the internet with more than 200 mortgage brokers banks and other lenders ,train
1776,source889.txt,-1,houston fourth graders also performed similarly to national peers in writing ,orig
1777,answer889.txt,0, new york city and houston fourth graders were at the national average in writing ,test
1778,source890.txt,-1,if achieved it would represent an increase of 10 per cent from the same quarter a year ago ,orig
1779,answer890.txt,1,that would represent an increase of some 10 per cent from the year before it added ,train
1780,source891.txt,-1,it cut taxes while balancing the budget for three years and reduced europe s second highest per capita national debt ,orig
1781,answer891.txt,0,it cut taxes while still balancing the budget for three years and bringing down europe s highest national debt as a proportion of gross domestic product after italy ,train
1782,source892.txt,-1, we continue to work with the saudis on this but they did not as of the time of this tragic event provide the additional security we requested ,orig
1783,answer892.txt,0, but they did not as of the time of this particular tragic event provide the security we had requested  mr jordan said ,train
1784,source893.txt,-1,in the second quarter last year the company experienced a net loss of 185 million or 54 cents a share on sales of 600 million ,orig
1785,answer893.txt,1,the company posted a net loss of 185 million or 54 cents per share in the year earlier period it said in a statement wednesday ,train
1786,source894.txt,-1,we don t know if any will be sars  said dr james young ontario s commissioner of public safety ,orig
1787,answer894.txt,0, we re being hyper vigilant  said dr james young ontario s commissioner of public safety ,test
1788,source895.txt,-1,we need a certifiable pay as you go budget by mid july or schools wont open in september strayhorn said ,orig
1789,answer895.txt,1,texas lawmakers must close a 185 9 million budget gap by the middle of july or the schools wont open in september comptroller carole keeton strayhorn said thursday ,test
1790,source896.txt,-1,in 1995 schwarzenegger expanded the program nationwide to serve 200 000 children in 15 cities most who come from housing projects or homeless shelters ,orig
1791,answer896.txt,1,in 1995 schwarzenegger expanded the program nationwide to 15 cities serving 200 000 children most of whom come from housing projects or homeless shelters ,train
1792,source897.txt,-1,a spokesman said  further testing is under way but at this stage given the early detection the outlook is positive ,orig
1793,answer897.txt,1, further testing is still under way but at this stage given the early detection the outlook in such instances would be positive  the specialist said yesterday ,train
1794,source898.txt,-1,later this year the command will send trainers with soldiers from four north african nations on patrolling and intelligence gathering missions ,orig
1795,answer898.txt,1,this fall the command will send trainers to work with soldiers from four north african nations on patrolling and gathering intelligence ,train
1796,source899.txt,-1,except for a few archaic characteristics they are as recognizable as hamlet s poor yorick ,orig
1797,answer899.txt,1,except for a few archaic characteristics the skulls are readily recognizable ,train
1798,source900.txt,-1,he is a brother to three year old mia from kate s first marriage to film producer jim threapleton ,orig
1799,answer900.txt,0,winslet 28 has a three year old daughter mia by her first husband british film producer jim threapleton ,train
1800,source901.txt,-1,only two other countries germany and the dominican republic have publicly expressed reservations and germany has since said it will sign it ,orig
1801,answer901.txt,1,only two other countries the dominican republic and germany publicly expressed reservations about the treaty and germany has since said it will support the pact ,train
1802,source902.txt,-1,the settlement includes 4 1 million in attorneys fees and expenses ,orig
1803,answer902.txt,1,plaintiffs attorneys would get 4 1 million of the settlement ,train
1804,source903.txt,-1,it reports a mailing list of 50 000 and support from about 500 congregations and 50 bishops ,orig
1805,answer903.txt,0,the group has the support of about 215 churches and an estimated 25 bishops ,test
1806,source904.txt,-1,dick is going to be there as long as dick wants to be there  reuters reports langone as saying ,orig
1807,answer904.txt,1, dick is going to be there as long as dick wants to be there ,train
1808,source905.txt,-1,the state has received 19 entries in a competition for a world trade center memorial and is working with families of victims to select a winner ,orig
1809,answer905.txt,1,the state has received 19 entries in that competition and is working with families of victims to select a winner ,train
1810,source906.txt,-1,however john clare chief executive of the dixons group expressed his disappointment ,orig
1811,answer906.txt,1,john clare dixons chief executive objected to the commission s findings ,train
1812,source907.txt,-1, the same three response team members also met with monsignor grass who while manifestly repentant admitted that the allegations were true ,orig
1813,answer907.txt,0, monsignor grass while manifestly repentant admitted that the allegations were true  the statement said ,train
1814,source908.txt,-1,u s manufacturing growth expanded for the third straight month in september but at a slower pace according to a report released shortly after the opening bell ,orig
1815,answer908.txt,1,us manufacturing grew for the third consecutive month in september but at a slower rate than in previous months according to a survey released wednesday ,train
1816,source909.txt,-1,microsoft has described the technology as a brand new client platform for building smart connected media rich applications in longhorn ,orig
1817,answer909.txt,1,microsoft calls it  a brand new client platform for building smart connected media rich applications in longhorn ,train
1818,source910.txt,-1,but for more than a century an untold amount of money intended for some of the nation s poorest residents was lost stolen or never collected ,orig
1819,answer910.txt,0,for more than a century an undetermined amount of money was lost stolen or never collected ,train
1820,source911.txt,-1,it is rare for a legal challenge to occur before a bill becomes law ,orig
1821,answer911.txt,1,experts say legal challenges are rare before a bill becomes law ,train
1822,source912.txt,-1,st paul chairman and chief executive jay s fishman 51 will be ceo of the combined company ,orig
1823,answer912.txt,1,jay fishman 51 chairman and chief executive of st paul will be chief executive of the combined company ,train
1824,source913.txt,-1,there are now 37 active probable cases in the gta compared with 70 cases on june 6 ,orig
1825,answer913.txt,0,and globally the number of active probable cases has declined to 573 ,test
1826,source914.txt,-1,the constitutionality of outlawing partial birth abortion is not an open question ,orig
1827,answer914.txt,0,defenders of the partial birth abortion ban downplayed the legal challenges ,train
1828,source915.txt,-1, it should have reported that it was sailing with an atomic bomb cargo  anomeritis said referring to the quantity of explosives on board ,orig
1829,answer915.txt,1, it should have declared that it was sailing with a cargo that was like an atomic bomb  said anomeritis ,train
1830,source916.txt,-1,mr bergonzi was the finance chief from 1995 until his departure in 1999 and was intimately involved in the alleged scheme to pump up rite aid s earnings ,orig
1831,answer916.txt,1,mr bergonzi was the chief financial officer from 1995 until his departure and was intimately involved in many of the alleged schemes to pump up rite aid s earnings ,train
1832,source917.txt,-1,the aspen fire had charred more than 12 400 acres by today on mount lemmon just north of tucson and more than 250 homes had been destroyed ,orig
1833,answer917.txt,1,the fire has so far charred 11 400 acres on mount lemmon just north of tucson and more than 250 homes have been destroyed ,test
1834,source918.txt,-1,they said he would be open to letting that license go to the city of chicago ,orig
1835,answer918.txt,1,schafer said the governor would be open to offering that last license for a riverboat in chicago ,train
1836,source919.txt,-1,it argued that such access is not required by domestic or international law and should not be treated as a precedent ,orig
1837,answer919.txt,1,the pentagon statement said that allowing hamdi access to a lawyer is not required by domestic or international law and should not be treated as a precedent ,test
1838,source920.txt,-1,the male eagle was found by a zookeeper early thursday suffering from severe puncture wounds in his abdomen ,orig
1839,answer920.txt,1,the 21 year old eagle found by a zookeeper early thursday had severe puncture wounds to his abdomen and back spokeswoman julie mason said ,train
1840,source921.txt,-1,he served as a marine in the second world war and afterward began submitting articles to magazines ,orig
1841,answer921.txt,1,after serving as a marine in world war ii he began submitting articles to magazines ,train
1842,source922.txt,-1,the legislature on wednesday sent gov jeb bush a bill it hopes will lower malpractice insurance rates and keep doctors from limiting their practices or moving out of state ,orig
1843,answer922.txt,0,the legislature on wednesday approved a bill that caps damages received by medical malpractice plaintiffs in the hopes it will lower insurance rates and help the state retain doctors ,train
1844,source923.txt,-1,in taiwan the capital s mayor and other officials handed out free thermometers in a islandwide  take your temperature  campaign sunday amid evidence that containment efforts were also paying off ,orig
1845,answer923.txt,1,in taiwan officials handed out free thermometers in an island wide  take your temperature  campaign amid signs containment efforts were paying off ,test
1846,source924.txt,-1,lawtey is not the first faith based program in florida s prison system ,orig
1847,answer924.txt,0,but lawtey is the first entire prison to take that path ,train
1848,source925.txt,-1,the reports helped overcome investor jitters after the euro briefly hit an all time high against the dollar tuesday ,orig
1849,answer925.txt,0,stocks slipped at the open after the euro hit record highs against the dollar ,train
1850,source926.txt,-1,american forces here organized the elections which officials say are important steps toward establishing democracy in iraq ,orig
1851,answer926.txt,1,u s forces organized the elections which officials said were a step toward establishing democracy in the nation ,train
1852,source927.txt,-1,negotiators talked with the boy for about an hour and a half bragdon said ,orig
1853,answer927.txt,0,negotiators talked with the boy for more than an hour and swat officers surrounded the classroom bragdon said ,train
1854,source928.txt,-1, if draining the ponds in maryland will help further establish his innocence we welcome it ,orig
1855,answer928.txt,1,if draining the ponds in maryland will further help establish steve s innocence we welcome it ,test
1856,source929.txt,-1,but cruz resembled a police sketch of the suspect and had injuries consistent with what police expected from the struggle he had with the girl s mother lansdowne said ,orig
1857,answer929.txt,1,cruz looked like a police sketch of the suspect and had injuries consistent with what police expected from the struggle he had with jennette s mother chief william lansdowne said ,test
1858,source930.txt,-1,passed in 1999 but never put into effect the law would have made it illegal for bar and restaurant patrons to light up ,orig
1859,answer930.txt,0,passed in 1999 but never put into effect the smoking law would have prevented bar and restaurant patrons from lighting up but exempted private clubs from the regulation ,train
1860,source931.txt,-1,a number below 50 suggests contraction in the manufacturing sector while a number above that indicates expansion ,orig
1861,answer931.txt,1,a reading above 50 suggests growth in the sector while a number below that level indicates contraction ,test
1862,source932.txt,-1,half of the women were given a daily dose of the drug and half took a placebo ,orig
1863,answer932.txt,1,half the women received a daily tablet of the combination oestrogen plus progestin while the rest were given a placebo ,test
1864,source933.txt,-1,it would be difficult to overestimate the potential dangers of the remote procedure call rpc vulnerability ,orig
1865,answer933.txt,0,the flaw involves the remote procedure call rpc protocol which deals with inter computer communications ,train
1866,source934.txt,-1,mr bloomberg later told reporters that the agreement will be a compromise like the real world requires ,orig
1867,answer934.txt,1, it will be a compromise like the real world requires  he said ,train
1868,source935.txt,-1,the man who entered the post office in lakeside shortly before 3 p m  gave up to deputies about 6 30 p m ,orig
1869,answer935.txt,0,the man had entered the post office on woodside avenue at maine avenue shortly before 3 p m ,train
1870,source936.txt,-1,rock singer ozzy osbourne recovering from a quad bike crash is conscious and joking in his hospital bed his daughter kelly said tonight ,orig
1871,answer936.txt,0,doctors hope rock singer ozzy osbourne who is recovering from a quad bike crash will begin breathing unassisted again soon they said today ,train
1872,source937.txt,-1,the new york senator s new book  living history  appears a certain bestseller ,orig
1873,answer937.txt,0,hillary clinton the new york senator and former first lady has a book out monday titled living history ,train
1874,source938.txt,-1,ibm is also pursuing membership in the group and plans to be an active participant according to the celf statement ,orig
1875,answer938.txt,1,celf said ibm is pursuing membership and plans to be an active participant in the forum ,train
1876,source939.txt,-1,through thursday oracle said 34 75 million peoplesoft shares had been tendered ,orig
1877,answer939.txt,1,some 34 7 million shares have been tendered oracle said in a statement ,train
1878,source940.txt,-1,the company s chief executive retired and chief financial officer resigned ,orig
1879,answer940.txt,0,a third executive chief operating officer david glenn was fired ,train
1880,source941.txt,-1,the fbi is trying to determine when white house officials and members of the vice presidents staff first focused on wilson and learned about his wifes employment at the agency ,orig
1881,answer941.txt,1,the fbi is trying to determine when white house officials and members of the vice president s staff focused on wilson and learned about his wife s employment ,test
1882,source942.txt,-1,the tech heavy nasdaq stock markets composite index added 1 16 points to 1 504 04 ,orig
1883,answer942.txt,0,the nasdaq composite index full of technology stocks was lately up around 18 points ,train
1884,source943.txt,-1,he will replace ron dittemore who announced his resignation april 23 ,orig
1885,answer943.txt,0,dittemore announced his plans to resign on april 23 ,train
1886,source944.txt,-1,pen hadow who became the first person to reach the geographic north pole unsupported from canada has just over two days of rations left ,orig
1887,answer944.txt,0,pen hadow became the first man last week to reach the geographic north pole on an unsupported trek through canada a journey of about 770 km ,train
1888,source945.txt,-1,many of the victims had been headed home for r r or emergency leave when they were killed ,orig
1889,answer945.txt,0,many of the victims of sunday s attack were headed out of iraq for r r or emergency leave ,train
1890,source946.txt,-1,the face of president saddam hussein was added to iraqi currency after the 1991 gulf war ,orig
1891,answer946.txt,1,saddam s portrait was added to iraq s currency after the gulf war ,test
1892,source947.txt,-1, it s safe to assume that the senate is prepared to pass some form of cap  king said ,orig
1893,answer947.txt,0,its safe to assume the senate is prepared to pass some form of a cap  the level of it is to be debated ,test
1894,source948.txt,-1,he was also accused of masterminding bombings that killed 22 people in manila in december 2000 ,orig
1895,answer948.txt,0,during interrogation he admitted that he helped organise and carry out near simultaneous bombings that killed 22 people in manila in december 2000 ,train
1896,source949.txt,-1,the nikkei average ended trading down 1 83 percent at 10 310 04 a four week low ,orig
1897,answer949.txt,1,the nikkei average n225 was down 1 83 percent or 192 25 points at 10 310 04 its lowest close since august 28 ,test
1898,source950.txt,-1,that exploit works on unpatched windows 2000 machines with service pack 3 and 4 ,orig
1899,answer950.txt,1,both counterpane and idefense contend that the exploit works effectively against windows 2000 systems running service pack 3 and 4 ,train
1900,source951.txt,-1,the center has a budget of 45 million most of which will be spent on research and testing bridges said ,orig
1901,answer951.txt,1,the safety center has a 45 million budget for its first year much of which will be spent on tests and analyses ,train
1902,source952.txt,-1,out of the nearly 20 billion  18 6 billion is earmarked for reconstruction of iraq and 1 2 billion for afghanistan ,orig
1903,answer952.txt,0,the 87 billion budget includes 51 billion for military operations in iraq another 20 billion for reconstruction and about 11 billion for afghanistan ,train
1904,source953.txt,-1, for me the lewinsky imbroglio seemed like just another vicious scandal manufactured by political opponents  according to extracts released yesterday ,orig
1905,answer953.txt,1, for me the lewinsky imbroglio seemed like just another vicious scandal manufactured by political opponents  mrs clinton writes ,train
1906,source954.txt,-1,associated press writer sara kugler contributed to this report from new york city ,orig
1907,answer954.txt,0,associated press writer michael gormley contributed to this report from albany ,train
1908,source955.txt,-1,that compares with a profit of 1 million or breakeven on 1 39 billion in revenue during the same period last year ,orig
1909,answer955.txt,0,total revenue for the second quarter was 1 48 billion up 7 from 1 39 billion in the same period last year ,test
1910,source956.txt,-1,the company reported quarterly revenue of 388 1 million compared with 318 5 million in the same period a year ago ,orig
1911,answer956.txt,0,that compared with a loss of 55 4 million or 4 92 per share in the same period a year earlier ,train
1912,source957.txt,-1,the study was presented yesterday in chicago at the annual meeting of the radiological society of north america ,orig
1913,answer957.txt,1,both sets of findings were presented monday at the annual meeting of the radiological society of north america in chicago ,train
1914,source958.txt,-1,under the plan maine would act as a pharmacy benefit manager to lower the cost of prescription drugs ,orig
1915,answer958.txt,0,under maine rx which state lawmakers approved in 2000 maine would act as a pharmacy benefit manager to lower the cost of prescription drugs ,train
1916,source959.txt,-1, the impact of increased prices has only begun to be seen in the financial numbers of the company  noranda president and chief executive officer derek pannell said ,orig
1917,answer959.txt,1, the impact of increased prices has only begun to be seen in the financial numbers of the company  president and ceo derek pannell said in a statement ,train
1918,source960.txt,-1,in exchange north korea would be required to end its nuclear weapons program ,orig
1919,answer960.txt,1, in return we expect north korea to give up nuclear weapons ,train
1920,source961.txt,-1,nine years ago they were married by a justice of the peace ,orig
1921,answer961.txt,0,his wife married to moore by a justice of the peace started planning her dream wedding ,train
1922,source962.txt,-1,thousands of people in the south of england caught a glimpse of a lunar eclipse as they gazed up at the sky on saturday night ,orig
1923,answer962.txt,1,thousands of people in the south of england caught a glimpse of the lunar eclipse as they gazed up at the night sky early today ,train
1924,source963.txt,-1,the rats that consumed the tomato powder had a 26 percent lower risk of prostate cancer death than the control rats researchers found ,orig
1925,answer963.txt,0,rats on the tomato powder diet had a 26 percent lower risk of prostate cancer death than the control rats allowing for diet restriction ,train
1926,source964.txt,-1,it is a national concern that will touch virtually every american  abraham said ,orig
1927,answer964.txt,1,the impact of natural gas shortages will touch virtually every american  energy secretary spencer abraham warned yesterday ,train
1928,source965.txt,-1,it will also unveil a version of its windows server 2003 operating system tuned specifically for storage devices ,orig
1929,answer965.txt,1,it also unveiled an update to its windows server 2003 operating system which is tuned specifically for storage devices ,train
1930,source966.txt,-1,at 12 lionel tate was charged with first degree murder over the death of tiffany eunick ,orig
1931,answer966.txt,1,tate was 12 when he was charged with beating tiffany eunick 6 to death in july 1999 ,test
1932,source967.txt,-1,sales for the quarter beat expectations rising 37 percent year on year to 1 76 billion euros ,orig
1933,answer967.txt,1,sales rose 37 per cent year on year to 1 76bn beating expectations ,train
1934,source968.txt,-1,about 1 417 schools statewide receive title i money ,orig
1935,answer968.txt,0,that applies only to schools that get federal title i money ,train
1936,source969.txt,-1,if the mta s appeal to a higher court is successful the 2 bus and subway base fare won t be rolled back ,orig
1937,answer969.txt,1,if the mta s appeal is successful the 2 bus and subway base fare won t change ,train
1938,source970.txt,-1,now nearly two years later mallard prepares for trial on charges of murder and tampering with evidence ,orig
1939,answer970.txt,1,chante jawaon mallard 27 is charged with murder and tampering with evidence ,train
1940,source971.txt,-1,in nairobi kenya the very rev peter karanja provost of all saints cathedral said the u s episcopal church is alienating itself from the anglican communion ,orig
1941,answer971.txt,1,the episcopal church  is alienating itself from the anglican communion  said the very rev peter karanja provost of the all saints cathedral in nairobi ,train
1942,source972.txt,-1,recall backers say they have collected 1 600 000 signatures approaching twice the 897 158 needed to force an election ,orig
1943,answer972.txt,1,recall proponents say they have turned in nearly twice the number of necessary signatures ,train
1944,source973.txt,-1,the book called lies and the lying liars who tell them a fair and balanced look at the right  hits stores this weekend ,orig
1945,answer973.txt,0,fox was seeking an injunction to halt distribution of lies and the lying liars who tell them a fair and balanced look at the right ,train
1946,source974.txt,-1,selenski had previously spent seven years in prison on a bank robbery conviction ,orig
1947,answer974.txt,1,selenski had served about seven years in prison for bank robbery ,train
1948,source975.txt,-1,robert walsh 40 remained in critical but stable condition friday at staten island university hospital s north campus ,orig
1949,answer975.txt,1,walsh also 40 was in critical but stable condition at staten island university hospital last night ,train
1950,source976.txt,-1,the decision was among the most significant steps toward deregulation undertaken during the bush administration ,orig
1951,answer976.txt,1,the decision is among the far reaching deregulatory actions made during the bush administration ,train
1952,source977.txt,-1, for us that doesn t make a difference  the sexual orientation  archbishop tutu said in the black urban centre of soweto ,orig
1953,answer977.txt,1, for us that doesn t make a difference the sexual orientation  tutu told reuters television in south africa s sprawling soweto township ,train
1954,source978.txt,-1,around 9 00 a m edt 1300 gmt  the euro was at 1 1566 against the dollar up 0 07 percent on the day ,orig
1955,answer978.txt,0,against the swiss franc the dollar was at 1 3289 francs up 0 5 percent on the day ,train
1956,source979.txt,-1,the guru microcontroller serves four functions hardware monitoring overclocking management bios basic input output system update and a troubleshooting assistance feature called black box ,orig
1957,answer979.txt,1,the guru microcontroller serves four functions hardware monitoring overclocking management bios update and a troubleshooting assistance feature called black box ,train
1958,source980.txt,-1,sony s portfolio gives subscribers a variety of personalized services including the ability to download and experience images ring tones music videos and other music entertainment services ,orig
1959,answer980.txt,1,sony music s portfolio of products and services currently enable carriers to offer subscribers the ability to download images ring tones music videos and other entertainment services ,test
1960,source981.txt,-1,he said the local organized crime police were investigating a suspect but he would not confirm if it was the 24 year old cited by bitdefender ,orig
1961,answer981.txt,1,he said the local organized crime police were investigating a suspect but he would not say if it was ciobanu ,train
1962,source982.txt,-1,previously it had reported a profit of 12 million or 0 cents a share for that period ,orig
1963,answer982.txt,0,previously it had reported a small profit of 12 million or break even on a per share basis for the period ,test
1964,source983.txt,-1,the life expectancy for boys born in 2001 was 74 4 years up two years since 1990 ,orig
1965,answer983.txt,0,according to the report average life expectancy has increased by nearly two years since 1990 ,train
1966,source984.txt,-1,u s corporate bond yield spreads tightened in spotty trading on friday as wall street labored to get back on its feet after the largest power outage ever in north america ,orig
1967,answer984.txt,1,u s stocks rose slightly on feather light volume on friday as wall street regrouped after the biggest ever power outage in north america ,train
1968,source985.txt,-1,big blue says the sec calls the action a fact finding investigation and has not reached any conclusions related to this matter ,orig
1969,answer985.txt,1,the sec specifically advised ibm that this is a fact finding investigation and that it has not reached any conclusions related to this matter ,test
1970,source986.txt,-1,they were held under section 41 of the terrorism act 2000 on suspicion of involvement in the commission preparation or instigation of acts of terrorism ,orig
1971,answer986.txt,1,badat was arrested under section 41 of the terrorism act on suspicion of involvement in the commission preparation or instigation of acts of terrorism scotland yard confirmed ,train
1972,source987.txt,-1,starting on saturday every computer infected with msblast is expected to start flooding microsoft s windows update service with legitimate looking connection requests ,orig
1973,answer987.txt,1,starting on aug 16 every computer infected with mblast will start flooding microsoft s windows update service with legitimate looking connection requests ,train
1974,source988.txt,-1, we see the first amendment to protect religious liberty not crush religious liberty  said patrick mahoney director of the christian defense coalition ,orig
1975,answer988.txt,0, we put the call out  said the rev patrick j mahoney director of the christian defense coalition ,train
