,File,Class,Datatype,Text
832,source417.txt,-1.0,orig,two men are taking a break from a trip on a snowy road
833,answer417.txt,4.0,train,two men with cars are on the side of a snowy road
834,source418.txt,-1.0,orig,two men with bikes are on the side of a snowy road
835,answer418.txt,3.2,test,two men are taking a break from a trip on a road covered by snow
836,source419.txt,-1.0,orig,two men with bikes are on the side of a snowy road
837,answer419.txt,3.9,test,two men are walking on a snowy road
838,source420.txt,-1.0,orig,two men with bikes are on the side of a snowy road
839,answer420.txt,2.2,test,two men are breaking into a car during a trip on a snowy road
840,source421.txt,-1.0,orig,two men with bikes are on the side of a snowy road
841,answer421.txt,3.7,test,two men are taking a break from a trip on a snowy road
842,source422.txt,-1.0,orig,two men are holding fishing poles and fishing tackle
843,answer422.txt,4.3,train,two men are holding fishing poles
844,source423.txt,-1.0,orig,two men are not holding fishing poles
845,answer423.txt,3.2,train,two men are holding fishing poles
846,source424.txt,-1.0,orig,two men are standing near the water and are holding fishing poles
847,answer424.txt,4.5,test,two men are standing near the water and are holding tools used for fishing
848,source425.txt,-1.0,orig,there is no man standing near the water and holding fishing poles
849,answer425.txt,3.4,test,two men are standing near the water and are holding fishing poles
850,source426.txt,-1.0,orig,two men are holding some water standing near fishing poles
851,answer426.txt,3.6,test,two men are standing near the water and are holding fishing poles
852,source427.txt,-1.0,orig,two men are holding fishing poles
853,answer427.txt,4.3,train,two men are standing near the water and are holding tools used for fishing
854,source428.txt,-1.0,orig,there is no man standing near the water and holding fishing poles
855,answer428.txt,3.2,train,two men are holding fishing poles
856,source429.txt,-1.0,orig,two men are holding fishing poles
857,answer429.txt,2.6,test,two men are holding some water standing near fishing poles
858,source430.txt,-1.0,orig,two men are standing near the water and are holding fishing poles
859,answer430.txt,3.9,test,two men are holding fishing poles and fishing tackle
860,source431.txt,-1.0,orig,two men are not holding fishing poles
861,answer431.txt,3.6,test,two men are standing near the water and are holding fishing poles
862,source432.txt,-1.0,orig,two men are standing near the water and are holding fishing poles
863,answer432.txt,4.4,test,two men are holding fishing poles
864,source433.txt,-1.0,orig,the helmeted girl is perching on a bike
865,answer433.txt,4.9,test,the girl with a helmet is perching on a bike
866,source434.txt,-1.0,orig,the helmeted girl is riding a bike
867,answer434.txt,4.2,train,the helmeted girl is perching on a bike
868,source435.txt,-1.0,orig,a woman is performing a trick on a ramp with a bicycle
869,answer435.txt,4.3,train,a woman is jumping with a bicycle
870,source436.txt,-1.0,orig,a woman is performing a trick on a ramp with a bicycle
871,answer436.txt,2.4,train,a woman is performing a trick on a ramp with a car
872,source437.txt,-1.0,orig,a woman is jumping with a bicycle
873,answer437.txt,2.8,test,the helmeted girl is perching on a bike
874,source438.txt,-1.0,orig,the helmeted girl is perching on a bike
875,answer438.txt,1.9,train,a woman is performing a trick on a ramp with a car
876,source439.txt,-1.0,orig,the girl with a helmet is perching on a bike
877,answer439.txt,2.9,train,a woman is performing a trick on a ramp with a bicycle
878,source440.txt,-1.0,orig,the helmeted girl is riding a bike
879,answer440.txt,3.7,train,a woman is performing a trick on a ramp with a bicycle
880,source441.txt,-1.0,orig,a woman is performing a trick on a ramp with a bicycle
881,answer441.txt,3.3,train,the helmeted girl is perching on a bike
882,source442.txt,-1.0,orig,a blonds girl is surfing
883,answer442.txt,4.7,train,a blond girl is riding the waves
884,source443.txt,-1.0,orig,a blond girl is riding the waves
885,answer443.txt,3.8,test,a blond girl is looking at the waves
886,source444.txt,-1.0,orig,a blond girl is riding the waves
887,answer444.txt,3.2,test,a blond girl waves while she is riding
888,source445.txt,-1.0,orig,a lady is surfing and riding a wave
889,answer445.txt,4.6,test,a woman is surfing
890,source446.txt,-1.0,orig,a lady is surfing and riding a wave
891,answer446.txt,3.5,train,a boy is surfing and riding a wave
892,source447.txt,-1.0,orig,a woman is surfing
893,answer447.txt,4.0,train,a blond girl is riding the waves
894,source448.txt,-1.0,orig,a boy is surfing and riding a wave
895,answer448.txt,3.6,test,a blond girl is riding the waves
896,source449.txt,-1.0,orig,a lady is surfing and riding a wave
897,answer449.txt,3.6,train,a blonds girl is surfing
898,source450.txt,-1.0,orig,a lady is surfing and riding a wave
899,answer450.txt,3.3,train,a blond girl is looking at the waves
900,source451.txt,-1.0,orig,a blond girl waves while she is riding
901,answer451.txt,2.3,train,a lady is surfing and riding a wave
902,source452.txt,-1.0,orig,a lady is surfing and riding a wave
903,answer452.txt,4.0,test,a blond girl is riding the waves
904,source453.txt,-1.0,orig,two children and an adult are standing next to a tree limb
905,answer453.txt,4.6,test,three people are standing next to a tree limb
906,source454.txt,-1.0,orig,two children and an adult are standing next to a tree limb
907,answer454.txt,3.6,train,two children and an adult are not standing next to a tree limb
908,source455.txt,-1.0,orig,two children are hanging on a large branch
909,answer455.txt,4.2,test,two children are climbing a tree
910,source456.txt,-1.0,orig,there is no child hanging on a large branch
911,answer456.txt,3.3,test,two children are hanging on a large branch
912,source457.txt,-1.0,orig,two children and an adult are standing next to a tree limb
913,answer457.txt,3.0,train,two children are climbing a tree
914,source458.txt,-1.0,orig,two children and an adult are standing next to a tree limb
915,answer458.txt,2.4,test,there is no child hanging on a large branch
916,source459.txt,-1.0,orig,three people are standing next to a tree limb
917,answer459.txt,2.5,test,two children are hanging on a large branch
918,source460.txt,-1.0,orig,two children are hanging on a large branch
919,answer460.txt,2.4,test,two children and an adult are not standing next to a tree limb
920,source461.txt,-1.0,orig,two children and an adult are standing next to a tree limb
921,answer461.txt,2.7,train,two children are hanging on a large branch
922,source462.txt,-1.0,orig,a man dressed in black is riding a bike
923,answer462.txt,3.5,train,a man is performing a trick on a bike
924,source463.txt,-1.0,orig,there is no man dressed in black and riding a green bike
925,answer463.txt,3.2,test,a man dressed in black is riding a bike
926,source464.txt,-1.0,orig,a black man in green is riding a bike
927,answer464.txt,3.5,test,a man dressed in black is riding a bike
928,source465.txt,-1.0,orig,a man is performing stunts on a green bicycle
929,answer465.txt,4.7,train,a man is performing a trick on a green bicycle
930,source466.txt,-1.0,orig,a man is performing a trick on a green bicycle
931,answer466.txt,4.8,test,there is no man performing a trick on a green bicycle
932,source467.txt,-1.0,orig,a man dressed in black is riding a bike
933,answer467.txt,3.3,test,a man is performing stunts on a green bicycle
934,source468.txt,-1.0,orig,there is no man performing a trick on a green bicycle
935,answer468.txt,2.8,test,a man dressed in black is riding a bike
936,source469.txt,-1.0,orig,a man is performing a trick on a green bicycle
937,answer469.txt,4.5,test,a man is performing a trick on a bike
938,source470.txt,-1.0,orig,there is no man dressed in black and riding a green bike
939,answer470.txt,3.4,train,a man is performing a trick on a green bicycle
940,source471.txt,-1.0,orig,a man is performing a trick on a green bicycle
941,answer471.txt,2.7,test,a black man in green is riding a bike
942,source472.txt,-1.0,orig,a man is performing a trick on a green bicycle
943,answer472.txt,3.8,test,a man dressed in black is riding a bike
944,source473.txt,-1.0,orig,a boy is holding a squirt gun
945,answer473.txt,4.5,train,a child is holding a squirt gun
946,source474.txt,-1.0,orig,there is no child holding a squirt gun
947,answer474.txt,3.035,test,a child is holding a squirt gun
948,source475.txt,-1.0,orig,a laughing child is holding a water gun and getting sprayed with water
949,answer475.txt,4.0,train,a child with a gun that sprays water is laughing and getting hit by other boys
950,source476.txt,-1.0,orig,there is no child holding a water gun or getting sprayed with water
951,answer476.txt,4.0,train,a laughing child is holding a water gun and getting sprayed with water
952,source477.txt,-1.0,orig,a child with a gun that sprays water is laughing and getting hit by other boys
953,answer477.txt,3.9,train,a child is holding a squirt gun
954,source478.txt,-1.0,orig,a child is holding a squirt gun
955,answer478.txt,4.085,test,there is no child holding a water gun or getting sprayed with water
956,source479.txt,-1.0,orig,a boy is holding a squirt gun
957,answer479.txt,4.0,test,a laughing child is holding a water gun and getting sprayed with water
958,source480.txt,-1.0,orig,there is no child holding a squirt gun
959,answer480.txt,3.6,test,a laughing child is holding a water gun and getting sprayed with water
960,source481.txt,-1.0,orig,a laughing child is holding a water gun and getting sprayed with water
961,answer481.txt,4.5,test,a child is holding a squirt gun
962,source482.txt,-1.0,orig,two brown dogs are fighting over a red ball and are playing in the grass
963,answer482.txt,4.7,test,two brown dogs are fighting over a red toy and are playing in the grass
964,source483.txt,-1.0,orig,two brown dogs are fighting over a red ball and are playing in the grass
965,answer483.txt,2.5,test,there is no dog playing with a red ball
966,source484.txt,-1.0,orig,two daschunds are playing with a red ball
967,answer484.txt,4.2,train,two dogs are playing with a small red ball
968,source485.txt,-1.0,orig,two cats are playing with a red ball
969,answer485.txt,3.3,train,two daschunds are playing with a red ball
970,source486.txt,-1.0,orig,two brown dogs are fighting over a red ball and are playing in the grass
971,answer486.txt,3.8,train,two dogs are playing with a small red ball
972,source487.txt,-1.0,orig,two cats are playing with a red ball
973,answer487.txt,2.95,test,two brown dogs are fighting over a red ball and are playing in the grass
974,source488.txt,-1.0,orig,two daschunds are playing with a red ball
975,answer488.txt,3.8,test,two brown dogs are fighting over a red toy and are playing in the grass
976,source489.txt,-1.0,orig,there is no dog playing with a red ball
977,answer489.txt,3.0,train,two daschunds are playing with a red ball
978,source490.txt,-1.0,orig,two daschunds are playing with a red ball
979,answer490.txt,3.7,test,two brown dogs are fighting over a red ball and are playing in the grass
980,source491.txt,-1.0,orig,the black and white dog is running and a person stands behind it
981,answer491.txt,4.9,train,the dog which is black and white is running and a person stands behind it
982,source492.txt,-1.0,orig,the black and white dog is running and a person stands behind it
983,answer492.txt,3.3,test,the black and white dog isn t running and there is no person standing behind
984,source493.txt,-1.0,orig,a black person is running along a white stand and a dog barks behind him
985,answer493.txt,2.4,test,the black and white dog is running and a person stands behind it
986,source494.txt,-1.0,orig,a little dog is sprinting and the person who owns it is trying to catch it
987,answer494.txt,4.8,train,a little dog is sprinting and its owner is trying to catch it
988,source495.txt,-1.0,orig,a little dog is slowing down and the owner is quitting chasing it
989,answer495.txt,3.9,test,a little dog is sprinting and its owner is trying to catch it
990,source496.txt,-1.0,orig,the black and white dog is running and a person stands behind it
991,answer496.txt,3.0,train,a little dog is sprinting and the person who owns it is trying to catch it
992,source497.txt,-1.0,orig,the black and white dog is running and a person stands behind it
993,answer497.txt,2.9,train,a little dog is slowing down and the owner is quitting chasing it
994,source498.txt,-1.0,orig,the dog which is black and white is running and a person stands behind it
995,answer498.txt,3.7,test,a little dog is sprinting and its owner is trying to catch it
996,source499.txt,-1.0,orig,the black and white dog isn t running and there is no person standing behind
997,answer499.txt,2.7,train,a little dog is sprinting and its owner is trying to catch it
998,source500.txt,-1.0,orig,a black person is running along a white stand and a dog barks behind him
999,answer500.txt,2.5,train,a little dog is sprinting and its owner is trying to catch it
1000,source501.txt,-1.0,orig,the black and white dog is running and a person stands behind it
1001,answer501.txt,3.3,test,a little dog is sprinting and its owner is trying to catch it
1002,source502.txt,-1.0,orig,a man is sitting comfortably at a table
1003,answer502.txt,4.5,test,a person is sitting comfortably at the table
1004,source503.txt,-1.0,orig,a man isn t sitting comfortably at the table
1005,answer503.txt,3.45,test,a man is sitting comfortably at a table
1006,source504.txt,-1.0,orig,a man is sitting and tables a comfortable discussion
1007,answer504.txt,3.7,test,a man is sitting comfortably at a table
1008,source505.txt,-1.0,orig,a man wearing a dyed black shirt is sitting at the table and laughing
1009,answer505.txt,4.7,train,a black shirt is being worn by a man who is sitting at the table and laughing
1010,source506.txt,-1.0,orig,a man wearing a dyed black shirt is sitting at the table and laughing
1011,answer506.txt,3.7,train,there is no man wearing a shirt dyed black sitting at the table and laughing
1012,source507.txt,-1.0,orig,a laughing man is dyeing a shirt black on the table which you cannot sit at 
1013,answer507.txt,3.6,train,a man wearing a dyed black shirt is sitting at the table and laughing
1014,source508.txt,-1.0,orig,a black shirt is being worn by a man who is sitting at the table and laughing
1015,answer508.txt,3.5,train,a man is sitting comfortably at a table
1016,source509.txt,-1.0,orig,a man is sitting comfortably at a table
1017,answer509.txt,2.8,test,there is no man wearing a shirt dyed black sitting at the table and laughing
1018,source510.txt,-1.0,orig,a man is sitting comfortably at a table
1019,answer510.txt,2.4,test,a laughing man is dyeing a shirt black on the table which you cannot sit at 
1020,source511.txt,-1.0,orig,a man wearing a dyed black shirt is sitting at the table and laughing
1021,answer511.txt,3.0,test,a person is sitting comfortably at the table
1022,source512.txt,-1.0,orig,a man wearing a dyed black shirt is sitting at the table and laughing
1023,answer512.txt,3.0,test,a man isn t sitting comfortably at the table
1024,source513.txt,-1.0,orig,a man is sitting and tables a comfortable discussion
1025,answer513.txt,2.4,train,a man wearing a dyed black shirt is sitting at the table and laughing
1026,source514.txt,-1.0,orig,a man is sitting comfortably at a table
1027,answer514.txt,3.9,train,a man wearing a dyed black shirt is sitting at the table and laughing
1028,source515.txt,-1.0,orig,a woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians
1029,answer515.txt,4.3,train,a woman who is wearing a pink scarf is riding a bike down a bridge built for pedestrians
1030,source516.txt,-1.0,orig,a woman who is taking off a pink boa is stopping her bicycle on a bridge built for pedestrians
1031,answer516.txt,3.7,train,a woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians
1032,source517.txt,-1.0,orig,a woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians
1033,answer517.txt,2.8,test,a pedestrian woman is building pink bicycles for boa wearing riders
1034,source518.txt,-1.0,orig,the woman wearing silver pants pink bellbottoms and a pink scarf is happily riding a bike
1035,answer518.txt,4.7,test,the woman wearing silver pants pink bellbottoms and a pink scarf is riding a bike
1036,source519.txt,-1.0,orig,the woman wearing silver pants pink bellbottoms and a pink scarf isn t riding a bike
1037,answer519.txt,4.0,test,the woman wearing silver pants pink bellbottoms and a pink scarf is riding a bike
1038,source520.txt,-1.0,orig,the woman wearing silver pants pink bellbottoms and a pink scarf is riding a bike
1039,answer520.txt,3.3,train,pink bellbottoms and a pink scarf aren t to be worn by women with silver pants or bike riding people
1040,source521.txt,-1.0,orig,the woman wearing silver pants pink bellbottoms and a pink scarf is happily riding a bike
1041,answer521.txt,3.0,test,a woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians
1042,source522.txt,-1.0,orig,a woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians
1043,answer522.txt,2.6,train,the woman wearing silver pants pink bellbottoms and a pink scarf isn t riding a bike
1044,source523.txt,-1.0,orig,a woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians
1045,answer523.txt,2.7,test,pink bellbottoms and a pink scarf aren t to be worn by women with silver pants or bike riding people
1046,source524.txt,-1.0,orig,a woman who is wearing a pink scarf is riding a bike down a bridge built for pedestrians
1047,answer524.txt,3.7,train,the woman wearing silver pants pink bellbottoms and a pink scarf is riding a bike
1048,source525.txt,-1.0,orig,the woman wearing silver pants pink bellbottoms and a pink scarf is riding a bike
1049,answer525.txt,2.5,test,a woman who is taking off a pink boa is stopping her bicycle on a bridge built for pedestrians
1050,source526.txt,-1.0,orig,the woman wearing silver pants pink bellbottoms and a pink scarf is riding a bike
1051,answer526.txt,2.4,train,a pedestrian woman is building pink bicycles for boa wearing riders
1052,source527.txt,-1.0,orig,a woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians
1053,answer527.txt,2.5,train,the woman wearing silver pants pink bellbottoms and a pink scarf is riding a bike
1054,source528.txt,-1.0,orig,a person who is riding a bike is wearing gear which is black
1055,answer528.txt,4.7,train,a biker is wearing gear which is black
1056,source529.txt,-1.0,orig,a biker is naked
1057,answer529.txt,3.315,train,a biker is wearing gear which is black
1058,source530.txt,-1.0,orig,a biker is wearing gear which is black
1059,answer530.txt,3.1,train,a biker wearing black is breaking the gears
1060,source531.txt,-1.0,orig,a black helmet is being worn by a man who is pushing a bicycle
1061,answer531.txt,4.8,train,one man is wearing a black helmet and pushing a bicycle
1062,source532.txt,-1.0,orig,there is no man wearing a black helmet and pushing a bicycle
1063,answer532.txt,3.1,test,one man is wearing a black helmet and pushing a bicycle
1064,source533.txt,-1.0,orig,one man is wearing a black helmet and pushing a bicycle
1065,answer533.txt,3.4,test,a man is pushing a helmet towards another one on a black bicycle
1066,source534.txt,-1.0,orig,a black helmet is being worn by a man who is pushing a bicycle
1067,answer534.txt,3.5,test,a biker is wearing gear which is black
1068,source535.txt,-1.0,orig,a biker is wearing gear which is black
1069,answer535.txt,2.7,train,there is no man wearing a black helmet and pushing a bicycle
1070,source536.txt,-1.0,orig,a man is pushing a helmet towards another one on a black bicycle
1071,answer536.txt,2.4,test,a biker is wearing gear which is black
1072,source537.txt,-1.0,orig,a person who is riding a bike is wearing gear which is black
1073,answer537.txt,3.3,test,one man is wearing a black helmet and pushing a bicycle
1074,source538.txt,-1.0,orig,one man is wearing a black helmet and pushing a bicycle
1075,answer538.txt,2.6,train,a biker is naked
1076,source539.txt,-1.0,orig,one man is wearing a black helmet and pushing a bicycle
1077,answer539.txt,2.3,test,a biker wearing black is breaking the gears
1078,source540.txt,-1.0,orig,a biker is wearing gear which is black
1079,answer540.txt,3.3,test,one man is wearing a black helmet and pushing a bicycle
1080,source541.txt,-1.0,orig,the man in a grey t shirt is sitting on a rock in front of the waterfall
1081,answer541.txt,4.9,train,the man in a t shirt dyed grey is sitting on a rock in front of a waterfall
1082,source542.txt,-1.0,orig,the man in a grey t shirt is sitting on a rock in front of the waterfall
1083,answer542.txt,3.5,train,there is no man in a grey t shirt sitting on a rock in front of the waterfall
1084,source543.txt,-1.0,orig,the man in a grey t shirt is sitting on a rock in front of the waterfall
1085,answer543.txt,3.0,test,a rocker is sitting with a t shirt that has a man over a grey waterfall on the front
1086,source544.txt,-1.0,orig,one woman is sitting and looks at the waterfall
1087,answer544.txt,4.6,test,a woman is sitting and looking at the waterfall
1088,source545.txt,-1.0,orig,a woman is standing and isn t looking at the waterfall
1089,answer545.txt,3.1,train,a woman is sitting and looking at the waterfall
1090,source546.txt,-1.0,orig,a woman is sitting and looking at the waterfall
1091,answer546.txt,3.1,test,somebody is sitting at the waterfall and looking at a woman
1092,source547.txt,-1.0,orig,the man in a grey t shirt is sitting on a rock in front of the waterfall
1093,answer547.txt,2.685,test,one woman is sitting and looks at the waterfall
1094,source548.txt,-1.0,orig,a woman is standing and isn t looking at the waterfall
1095,answer548.txt,2.5,train,the man in a grey t shirt is sitting on a rock in front of the waterfall
1096,source549.txt,-1.0,orig,the man in a grey t shirt is sitting on a rock in front of the waterfall
1097,answer549.txt,3.5,test,somebody is sitting at the waterfall and looking at a woman
1098,source550.txt,-1.0,orig,the man in a t shirt dyed grey is sitting on a rock in front of a waterfall
1099,answer550.txt,3.1,train,a woman is sitting and looking at the waterfall
1100,source551.txt,-1.0,orig,there is no man in a grey t shirt sitting on a rock in front of the waterfall
1101,answer551.txt,1.9,train,a woman is sitting and looking at the waterfall
1102,source552.txt,-1.0,orig,a woman is sitting and looking at the waterfall
1103,answer552.txt,2.5,train,a rocker is sitting with a t shirt that has a man over a grey waterfall on the front
1104,source553.txt,-1.0,orig,a woman is sitting and looking at the waterfall
1105,answer553.txt,2.9,test,the man in a grey t shirt is sitting on a rock in front of the waterfall
1106,source554.txt,-1.0,orig,a dog which is brown and a black one are racing in the grass
1107,answer554.txt,4.4,test,a dog which is brown and a black one are running in the grass
1108,source555.txt,-1.0,orig,a dog which is brown and a black one are running in the grass
1109,answer555.txt,3.4,train,there is no dog running in the grass
1110,source556.txt,-1.0,orig,a black man is running in brown grass and racing a dog
1111,answer556.txt,2.5,train,a dog which is brown and a black one are running in the grass
1112,source557.txt,-1.0,orig,a dark black dog and a light brown dog are playing in the yard in the back
1113,answer557.txt,4.9,train,a dark black dog and a light brown dog are playing in the backyard
1114,source558.txt,-1.0,orig,a dark black dog and a light brown dog are playing in the backyard
1115,answer558.txt,3.8,test,a dark black dog and a light brown dog are fighting in the backyard
1116,source559.txt,-1.0,orig,the backyard light is playing tricks in the dark on the brown and black dog
1117,answer559.txt,3.1,test,a dark black dog and a light brown dog are playing in the backyard
1118,source560.txt,-1.0,orig,a dark black dog and a light brown dog are playing in the yard in the back
1119,answer560.txt,4.0,train,a dog which is brown and a black one are running in the grass
1120,source561.txt,-1.0,orig,a dark black dog and a light brown dog are fighting in the backyard
1121,answer561.txt,3.6,train,a dog which is brown and a black one are running in the grass
1122,source562.txt,-1.0,orig,the backyard light is playing tricks in the dark on the brown and black dog
1123,answer562.txt,2.5,test,a dog which is brown and a black one are running in the grass
1124,source563.txt,-1.0,orig,a dog which is brown and a black one are racing in the grass
1125,answer563.txt,3.6,test,a dark black dog and a light brown dog are playing in the backyard
1126,source564.txt,-1.0,orig,there is no dog running in the grass
1127,answer564.txt,3.1,train,a dark black dog and a light brown dog are playing in the backyard
1128,source565.txt,-1.0,orig,a dark black dog and a light brown dog are playing in the backyard
1129,answer565.txt,2.0,train,a black man is running in brown grass and racing a dog
1130,source566.txt,-1.0,orig,a dog which is brown and a black one are running in the grass
1131,answer566.txt,3.9,test,a dark black dog and a light brown dog are playing in the backyard
1132,source567.txt,-1.0,orig,a dog that has a brown and white coat is trotting through shallow water
1133,answer567.txt,5.0,test,a dog that has a white and brown colored coat is trotting through shallow water 
1134,source568.txt,-1.0,orig,a dog that has a brown and white coat is sitting in shallow water
1135,answer568.txt,4.1,train,a dog that has a brown and white coat is trotting through shallow water
1136,source569.txt,-1.0,orig,a dog that has a brown and white coat is trotting through shallow water
1137,answer569.txt,2.9,test,a brown and white coat is floating across shallow water near a trotting dog
1138,source570.txt,-1.0,orig,a white and brown dog is walking through the water with difficulty
1139,answer570.txt,4.5,train,a white and brown dog is pacing through the water with difficulty
1140,source571.txt,-1.0,orig,a white and brown dog is walking through the water with difficulty
1141,answer571.txt,2.6,test,there is no white and brown dog pacing with through the water difficulty
1142,source572.txt,-1.0,orig,a white man is walking a dog through brown water with difficulty
1143,answer572.txt,3.6,test,a white and brown dog is walking through the water with difficulty
1144,source573.txt,-1.0,orig,a white and brown dog is pacing through the water with difficulty
1145,answer573.txt,3.8,test,a dog that has a brown and white coat is trotting through shallow water
1146,source574.txt,-1.0,orig,a dog that has a brown and white coat is trotting through shallow water
1147,answer574.txt,3.1,test,there is no white and brown dog pacing with through the water difficulty
1148,source575.txt,-1.0,orig,a white man is walking a dog through brown water with difficulty
1149,answer575.txt,2.3,test,a dog that has a brown and white coat is trotting through shallow water
1150,source576.txt,-1.0,orig,a dog that has a white and brown colored coat is trotting through shallow water 
1151,answer576.txt,4.0,test,a white and brown dog is walking through the water with difficulty
1152,source577.txt,-1.0,orig,a dog that has a brown and white coat is sitting in shallow water
1153,answer577.txt,3.5,test,a white and brown dog is walking through the water with difficulty
1154,source578.txt,-1.0,orig,a white and brown dog is walking through the water with difficulty
1155,answer578.txt,2.5,test,a brown and white coat is floating across shallow water near a trotting dog
1156,source579.txt,-1.0,orig,a white and brown dog is walking through the water with difficulty
1157,answer579.txt,3.7,test,a dog that has a brown and white coat is trotting through shallow water
1158,source580.txt,-1.0,orig,a group of boys are playing with a ball in front of a large door made of wood
1159,answer580.txt,4.9,test,a bunch of boys are playing with a ball in front of a large door made of wood
1160,source581.txt,-1.0,orig,a group of boys are quiet in front of a large door made of wood
1161,answer581.txt,3.5,train,a group of boys are playing with a ball in front of a large door made of wood
1162,source582.txt,-1.0,orig,a group of boys are playing with a ball in front of a large door made of wood
1163,answer582.txt,3.6,test,a ball made of wood is being played through a door in front of a large group of boys 
1164,source583.txt,-1.0,orig,the children are playing in front of a door which is very large
1165,answer583.txt,4.9,test,the children are playing in front of a large door
1166,source584.txt,-1.0,orig,the children aren t playing in front of a large door
1167,answer584.txt,4.3,test,the children are playing in front of a large door
1168,source585.txt,-1.0,orig,a group of boys are playing with a ball in front of a large door made of wood
1169,answer585.txt,3.8,test,the children are playing in front of a door which is very large
1170,source586.txt,-1.0,orig,the children aren t playing in front of a large door
1171,answer586.txt,3.4,train,a group of boys are playing with a ball in front of a large door made of wood
1172,source587.txt,-1.0,orig,a bunch of boys are playing with a ball in front of a large door made of wood
1173,answer587.txt,3.4,train,the children are playing in front of a large door
1174,source588.txt,-1.0,orig,the children are playing in front of a large door
1175,answer588.txt,3.4,train,a group of boys are quiet in front of a large door made of wood
1176,source589.txt,-1.0,orig,the children are playing in front of a large door
1177,answer589.txt,3.4,test,a ball made of wood is being played through a door in front of a large group of boys 
1178,source590.txt,-1.0,orig,a group of boys are playing with a ball in front of a large door made of wood
1179,answer590.txt,4.2,test,the children are playing in front of a large door
1180,source591.txt,-1.0,orig,a woman is taking off a cloak which is very large and revealing an extravagant dress
1181,answer591.txt,4.3,test,a woman is taking off a cloak which is very large and revealing extravagant apparel
1182,source592.txt,-1.0,orig,a woman is taking off a cloak which is very large and revealing an extravagant dress
1183,answer592.txt,3.5,train,a woman is putting on a cloak which is very large and concealing an extravagant dress
1184,source593.txt,-1.0,orig,a black red white and pink dress is being worn by a woman
1185,answer593.txt,4.9,test,a dress which is black red white and pink is being worn by a woman
1186,source594.txt,-1.0,orig,there is no black red white and pink dress being worn by a woman
1187,answer594.txt,3.8,test,a black red white and pink dress is being worn by a woman
1188,source595.txt,-1.0,orig,a dress which is black red white and pink is being worn by a woman
1189,answer595.txt,3.6,test,a woman is taking off a cloak which is very large and revealing an extravagant dress
1190,source596.txt,-1.0,orig,there is no black red white and pink dress being worn by a woman
1191,answer596.txt,2.4,test,a woman is taking off a cloak which is very large and revealing an extravagant dress
1192,source597.txt,-1.0,orig,a black red white and pink dress is being worn by a woman
1193,answer597.txt,2.8,train,a woman is taking off a cloak which is very large and revealing extravagant apparel
1194,source598.txt,-1.0,orig,a woman is putting on a cloak which is very large and concealing an extravagant dress
1195,answer598.txt,3.2,test,a black red white and pink dress is being worn by a woman
1196,source599.txt,-1.0,orig,a woman is taking off a cloak which is very large and revealing an extravagant dress
1197,answer599.txt,3.4,train,a black red white and pink dress is being worn by a woman
1198,source600.txt,-1.0,orig,the teenage girl is wearing beads that are red
1199,answer600.txt,5.0,test,a teenage girl is wearing beads that are red
1200,source601.txt,-1.0,orig,a teenage girl is storing away beads that are red
1201,answer601.txt,3.8,train,a teenage girl is wearing beads that are red
1202,source602.txt,-1.0,orig,a teenage girl is wearing beads that are red
1203,answer602.txt,2.8,test,the girl likes red and isn t wearing beads for teenagers
1204,source603.txt,-1.0,orig,a young lady with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling
1205,answer603.txt,5.0,train,a lady of young age with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling
1206,source604.txt,-1.0,orig,a young lady with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling
1207,answer604.txt,3.7,train,there is no young lady with light brown hair wearing a red necklace a sweatshirt and earrings and smiling
1208,source605.txt,-1.0,orig,a young lady with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling
1209,answer605.txt,3.3,train,a red sweatshirt with a smiling lady upon it is suited to be worn with light brown hair earrings and a necklace 
1210,source606.txt,-1.0,orig,a lady of young age with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling
1211,answer606.txt,3.1,train,a teenage girl is wearing beads that are red
1212,source607.txt,-1.0,orig,a teenage girl is wearing beads that are red
1213,answer607.txt,3.2,test,there is no young lady with light brown hair wearing a red necklace a sweatshirt and earrings and smiling
1214,source608.txt,-1.0,orig,a teenage girl is wearing beads that are red
1215,answer608.txt,1.915,test,a red sweatshirt with a smiling lady upon it is suited to be worn with light brown hair earrings and a necklace 
1216,source609.txt,-1.0,orig,a young lady with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling
1217,answer609.txt,2.4,train,the teenage girl is wearing beads that are red
1218,source610.txt,-1.0,orig,a teenage girl is storing away beads that are red
1219,answer610.txt,2.0,test,a young lady with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling
1220,source611.txt,-1.0,orig,the girl likes red and isn t wearing beads for teenagers
1221,answer611.txt,2.3,train,a young lady with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling
