File,Class,Datatype,Text
source1251.txt,-1.0,orig,Two women standing outside of a bus.
answer1251.txt,1.0,train,Two women sitting on brown couch.
source1252.txt,-1.0,orig,A grey
answer1252.txt,3.2,train,A grey cat with green eyes looking into the camera.
source1253.txt,-1.0,orig,The sheep is standing under the trees.
answer1253.txt,0.0,train,The bird is sitting on the branch.
source1254.txt,-1.0,orig,Two people sitting at a table at a restaurant.
answer1254.txt,3.8,train,Group of people sitting at table of restaurant.
source1255.txt,-1.0,orig,Two black and white cows behind a metal gate against a partly cloudy blue sky.
answer1255.txt,2.4,train,A black and white cow stands on grass against a partly cloudy blue sky.
source1256.txt,-1.0,orig,A man riding a white horse in an arena.
answer1256.txt,3.2,train,A guy on a white horse.
source1257.txt,-1.0,orig,Two cows are drinking from a pond.
answer1257.txt,4.6,train,Two dairy cows drinking from a pond.
source1258.txt,-1.0,orig,Three white sheep in an enclosure.
answer1258.txt,2.4,train,There are several sheared sheep in a pen.
source1259.txt,-1.0,orig,A black dog lies on the grass.
answer1259.txt,5.0,train,The black dog is lying in the grass.
source1260.txt,-1.0,orig, with one person pointing at the other.
answer1260.txt,4.2,train,Two young people are sitting at a table next to a sliding glass door
source1261.txt,-1.0,orig,A man with a beard and a skullcap and a boy walk along the ocean's shore.
answer1261.txt,2.2,train,A man and a woman holding hands walking along the beach.
source1262.txt,-1.0,orig,A cat on its back looking at the camera.
answer1262.txt,1.2,train,Ten sheep looking at the camera.
source1263.txt,-1.0,orig,A small black and white goat in a pen looking up at the camera.
answer1263.txt,1.4,train,A black and white dog looking at the camera.
source1264.txt,-1.0,orig,A woman with her child.
answer1264.txt,0.0,train,A black table with white fuzzy chair.
source1265.txt,-1.0,orig,A red double decker bus driving down a street.
answer1265.txt,2.2,train,Red double decker bus taking on passengers.
source1266.txt,-1.0,orig,Sailboat sailing on a cloudy day.
answer1266.txt,3.4,train,Sail boat sailing on the water.
source1267.txt,-1.0,orig,A bird is perched on a person's gloved hand.
answer1267.txt,4.2,train,A blue bird perches on the gloved hand of a person.
source1268.txt,-1.0,orig,A girl riding a brown horse.
answer1268.txt,3.6,train,A girl riding on a brown and white horse.
source1269.txt,-1.0,orig,A car parked in front of train tracks.
answer1269.txt,1.0,train,A mostly black train on a track.
source1270.txt,-1.0,orig,A young blonde girl in riding gear sits on top of a gray and white horse.
answer1270.txt,0.0,train,A young boy coloring with a red and blue crayon.
source1271.txt,-1.0,orig,A group of four people walking past a giant mushroom.
answer1271.txt,0.8,train,A group of people in a living room.
source1272.txt,-1.0,orig,A small child in a pink dress sits on a table.
answer1272.txt,0.0,train,A mallard and a tame white duck on the grass near water.
source1273.txt,-1.0,orig,Than horse standing in a field in front of a fence.
answer1273.txt,0.0,train,The cat is sitting between two bicycles in front of a door.
source1274.txt,-1.0,orig,A black dog is staring at a sheep.
answer1274.txt,0.0,train,A girl with a red bag standing on the street.
source1275.txt,-1.0,orig,A woman leading a white horse.
answer1275.txt,3.4,train,A horse rider is riding a white horse.
source1276.txt,-1.0,orig,A train on the train tracks.
answer1276.txt,4.2,train,A long train is on train tracks.
source1277.txt,-1.0,orig,A black dog looking at a brown sheep in a pen.
answer1277.txt,3.0,train,A black and tan dog looks at a black sheep.
source1278.txt,-1.0,orig,A home office with three computer monitors and other equipment on a desk.
answer1278.txt,2.8,train,A room with several computers and pictures on the wall.
source1279.txt,-1.0,orig,A black and white dog looking at the camera.
answer1279.txt,1.0,train,A black and white photo of a cow walking under a tree in a field.
source1280.txt,-1.0,orig,An aeromexico silver plane is on a runway.
answer1280.txt,4.2,train,A silver AreoMexico Jet Liner sitting on the tarmac.
source1281.txt,-1.0,orig,A man on a motorbike jumping with the sky behind him.
answer1281.txt,3.4,train,a man on a dirt bike jumping very high.
source1282.txt,-1.0,orig,Couple sailing in a small sailboat.
answer1282.txt,4.2,train,Two people sailing a small white sail boat.
source1283.txt,-1.0,orig,A blue motorcycle is parked on the sidewalk.
answer1283.txt,0.8,train,A white airplane is parked on the cement.
source1284.txt,-1.0,orig,Several sheep grazing in the field.
answer1284.txt,0.8,train,Three cows grazing in a field.
source1285.txt,-1.0,orig,A man sits looking at a laptop computer on a messy table.
answer1285.txt,4.8,train,The man is sitting at a messy table and using a laptop.
source1286.txt,-1.0,orig, wine
answer1286.txt,3.0,train,A dining table with candles
source1287.txt,-1.0,orig,Two people in a red canoe on a clear lake.
answer1287.txt,3.2,train,Two people paddling a red canoe are reflected in the still water.
source1288.txt,-1.0,orig,A scantily clad woman standing next to a small red vehicle.
answer1288.txt,3.8,train,A scantily clad woman is standing next to a car.
source1289.txt,-1.0,orig,Red double decker bus with hood up.
answer1289.txt,2.2,train,Red double decker bus taking on passengers.
source1290.txt,-1.0,orig,A man fishing on a small boat while on a lake.
answer1290.txt,0.0,train,A buddha statue holding a candle is sitting on a table.
source1291.txt,-1.0,orig,Two elderly women sit at a dinner table with a man.
answer1291.txt,2.0,train,Three people sitting at dinner table smiling at camera.
source1292.txt,-1.0,orig,A mostly black train on a track.
answer1292.txt,2.8,train,A multi-colored train on a track.
source1293.txt,-1.0,orig,The red bus is on the street.
answer1293.txt,2.2,train,A white and red bus traveling on the street.
source1294.txt,-1.0,orig,A WWII fighter plane with its landing gear down.
answer1294.txt,3.2,train,A red and blue plane flying with its landing gears down.
source1295.txt,-1.0,orig,a boat moving in a river.
answer1295.txt,3.0,train,Small boat going down a creek.
source1296.txt,-1.0,orig,A group of people sit at a table in an Italian restaurant.
answer1296.txt,3.0,train,Four women and two men sit at a long table in a restaurant.
source1297.txt,-1.0,orig,A large boat pulling a small white boat.
answer1297.txt,0.0,train,Two goats standing in a field by a tree.
source1298.txt,-1.0,orig, sofa
answer1298.txt,3.0,train,A black and white photo of a living room with a large window
source1299.txt,-1.0,orig,A close up of a horse wearing a blue halter.
answer1299.txt,3.6,train,Close up of a brown horse with a blue halter.
source1300.txt,-1.0,orig,The birds are swimming in the water.
answer1300.txt,2.6,train,A large black bird is sitting in the water.
source1301.txt,-1.0,orig,A siamese cat resting on a white sofa.
answer1301.txt,3.4,train,A close-up of a cat on a cream sofa.
source1302.txt,-1.0,orig,A person riding a dirt bike in the outdoors.
answer1302.txt,2.25,train,A person is jumping a bicycle and performing a trick.
source1303.txt,-1.0,orig,A yellow school bus parked in a field.
answer1303.txt,4.0,train,A yellow school bus is parked in a rural area.
source1304.txt,-1.0,orig,A bulldog sitting on a yellow chair beside a large waste receptacle.
answer1304.txt,3.2,train,A pug dog wits on a yellow chair next to a green dumpster.
source1305.txt,-1.0,orig,The white sheep is standing on the green hill.
answer1305.txt,0.0,train,The woman is sitting on the red motorcycle.
source1306.txt,-1.0,orig,Woolly sheep at auction house.
answer1306.txt,4.2,train,A sheep standing on a table at auction.
source1307.txt,-1.0,orig,Close up of a white sheep with a black head.
answer1307.txt,0.0,train,A close-up of a black train engine.
source1308.txt,-1.0,orig,A orange and white cat laying on a blanket in a black leather chair.
answer1308.txt,4.0,train,A orange and white cat asleep on a leather chair.
source1309.txt,-1.0,orig,The train comes down the track
answer1309.txt,3.0,train,a train rides on his tracks.
source1310.txt,-1.0,orig,A black and white horned cow standing in a field.
answer1310.txt,3.8,train,Black and white cow standing in grassy field.
source1311.txt,-1.0,orig,A double decker bus drives on a city street.
answer1311.txt,4.0,train,A double decker red United bus on a city street.
source1312.txt,-1.0,orig,A television and a laptop computer are on in a hotel room.
answer1312.txt,2.6,train,The television and desk of hotel room with lamp lighting.
source1313.txt,-1.0,orig,A man is doing a wheelie on a bike.
answer1313.txt,2.8,train,A man riding a small bicycle.
source1314.txt,-1.0,orig,A person wearing a helmet sits on a bicycle on a sunny day.
answer1314.txt,0.4,train,A woman wearing a navy dress is cutting a cake on a white table.
source1315.txt,-1.0,orig,A train traveling down the tracks.
answer1315.txt,4.0,train,A black train moves down the tracks.
source1316.txt,-1.0,orig,A close-up picture of a desk with a computer and papers on it.
answer1316.txt,1.0,train,A close-up picture of a white and purple motorcycle.
source1317.txt,-1.0,orig,A woman in riding a brown horse.
answer1317.txt,3.8,train,A young girl riding a brown horse.
source1318.txt,-1.0,orig,Three men in suits sitting at a table.
answer1318.txt,0.0,train,Two women in the kitchen looking at a object.
source1319.txt,-1.0,orig,A woman poses with a baby.
answer1319.txt,2.2,train,Two women posing with a baby.
source1320.txt,-1.0,orig,Four people are sitting around a living room with.snacks.
answer1320.txt,2.8,train,A group of people sitting around a table containing food.
source1321.txt,-1.0,orig,A blue moped parked on the sidewalk.
answer1321.txt,4.0,train,A blue motorcycle is parked on the sidewalk.
source1322.txt,-1.0,orig,A red double decker bus driving down a street.
answer1322.txt,4.8,train,A red double decker bus on a city street.
source1323.txt,-1.0,orig,The train sits at the train station.
answer1323.txt,2.4,train,Two trains inside a train station.
source1324.txt,-1.0,orig,A woman with a white horse.
answer1324.txt,2.2,train,A man riding a white horse.
source1325.txt,-1.0,orig,A man and women smiling at the camera while standing in a kitchen.
answer1325.txt,2.2,train,A man and two women smiling at the camera while sitting on a blue sofa.
source1326.txt,-1.0,orig,A cruise ship docked at a coast.
answer1326.txt,3.4,train,A large cruise ship in harbor with trees behind.
source1327.txt,-1.0,orig,Two cows cross a paved street.
answer1327.txt,3.8,train,Two cows crossing a road intersection.
source1328.txt,-1.0,orig,Five cows grazing on a patch of grass between two roadways.
answer1328.txt,4.0,train,Several cows grazing on the median by the road.
source1329.txt,-1.0,orig,A black cow and a brown cow standing in front of a small copse of trees in a field.
answer1329.txt,4.2,train,A black cow and a brown cow stands in a plain in front of an uprooted tree.
source1330.txt,-1.0,orig,A double decker bus on a city street.
answer1330.txt,3.6,train,Red double decker bus driving down street.
source1331.txt,-1.0,orig,Person in grassy field tending to sheep.
answer1331.txt,1.2,train,Tan cow with ear tags on a grassy field.
source1332.txt,-1.0,orig,Close up of the rear of a red sports car.
answer1332.txt,1.2,train,A close up of the front end of a purple and white motor cycle.
source1333.txt,-1.0,orig,Two women in a clothing store.
answer1333.txt,4.6,train,Two women shopping at a clothing store.
source1334.txt,-1.0,orig,Group of people sitting at table of restaurant.
answer1334.txt,4.6,train,A group of people sitting at a restaurant table.
source1335.txt,-1.0,orig,A close-up of a yellow school bus.
answer1335.txt,0.0,train,A close-up of a brown horse's head.
source1336.txt,-1.0,orig,A brown horse is standing on grass and scrub.
answer1336.txt,0.0,train,A person in a red cap standing next to a brick support beam.
source1337.txt,-1.0,orig,Close-up of young horse walking next to a larger horse.
answer1337.txt,2.6,train,A bay foal is walking next to its mother in a grassy field.
source1338.txt,-1.0,orig,A women in glasses stands next to a cow in a field.
answer1338.txt,3.8,train,A women standing next to a brown cow.
source1339.txt,-1.0,orig,A dog is peeking out of the back of a van.
answer1339.txt,3.6,train,A dog peaks out the back of a truck.
source1340.txt,-1.0,orig,A woman in a blue dress cuts a cake.
answer1340.txt,3.8,train,Woman in blue shift dress cutting into food.
source1341.txt,-1.0,orig,A grey
answer1341.txt,3.6,train,The black and white cat is looking up at the camera.
source1342.txt,-1.0,orig,A couple posing on a red and yellow motorcycle.
answer1342.txt,3.2,train,Two brunette girls sit atop a red an yellow motorcycle with a side car.
source1343.txt,-1.0,orig,Grey and white cat sitting in bathroom sink.
answer1343.txt,3.6,train,A small white cat standing in a sink.
source1344.txt,-1.0,orig,A man is alone on the back of a tandem bicycle.
answer1344.txt,3.6,train,A man on the back seat of a red tandem bicycle.
source1345.txt,-1.0,orig,A computer operating on a desk.
answer1345.txt,4.0,train,A computer on a desk.
source1346.txt,-1.0,orig,A small child sits on a cement wall near white flower.
answer1346.txt,1.6,train,A small child smiling at the camera.
source1347.txt,-1.0,orig,A duck floating in the water.
answer1347.txt,2.4,train,A little bird floating in the water.
source1348.txt,-1.0,orig,A white bus with water and a barge in the background.
answer1348.txt,3.8,train,A white bus with the word Julia is near water and a big ship.
source1349.txt,-1.0,orig,A blue train in a mountainous area.
answer1349.txt,2.6,train,Old blue and white train on tracks.
source1350.txt,-1.0,orig,A yellow boat on shore.
answer1350.txt,4.0,train,Yellow boat on a beach.
source1351.txt,-1.0,orig,A small kitchen and a cluttered table with a blue table cloth.
answer1351.txt,3.4,train,A kitchendiner with papers laying on the blue clothed dining table.
source1352.txt,-1.0,orig,Trains inside an indoor station.
answer1352.txt,3.8,train,Train in a station.
source1353.txt,-1.0,orig,The cat is standing on the window sill looking at the camera.
answer1353.txt,4.0,train,A gray cat is sitting on the window ledge looking at the camera.
source1354.txt,-1.0,orig,Red and white bus driving down road.
answer1354.txt,0.0,train,Man playing guitar while sitting down.
source1355.txt,-1.0,orig,A double decker bus on a city street.
answer1355.txt,4.2,train,Red double decker bus driving down a street.
source1356.txt,-1.0,orig,Three cows grazing in a field.
answer1356.txt,4.6,train,Three cows are grazing in a grassy field.
source1357.txt,-1.0,orig,The white train is sitting on the tracks.
answer1357.txt,2.25,train,The brown train is sitting on the railroad tracks.
source1358.txt,-1.0,orig,A black and white photo of a cat sitting on a sofa.
answer1358.txt,0.4,train,A black and white horned cow standing in a field.
source1359.txt,-1.0,orig,A young blonde girl wearing a helmet sits with a red bicycle behind her.
answer1359.txt,1.6,train,A tiny blonde child in a blue dress sits on a table near her mother.
source1360.txt,-1.0,orig,A group of people sitting around a table on a porch.
answer1360.txt,2.6,train,A group of people sitting at a restaurant table.
source1361.txt,-1.0,orig,A black and white cat lies in the dirt.
answer1361.txt,0.4,train,A black and white cow in a pen with hay.
source1362.txt,-1.0,orig, double-decker bus.
answer1362.txt,3.2,train,A red
source1363.txt,-1.0,orig,A side view of a horse's head.
answer1363.txt,3.2,train,A close-up view of a horse's head.
source1364.txt,-1.0,orig,A wooden yacht on the ocean.
answer1364.txt,3.2,train,An old fashioned wooden sailing ship in the ocean.
source1365.txt,-1.0,orig,A large sheep standing on a hill.
answer1365.txt,4.4,train,A sheep standing in a mountainous area.
source1366.txt,-1.0,orig,A white airplane is on a runway.
answer1366.txt,4.8,train,A white plane on the runway.
source1367.txt,-1.0,orig,A tan puppy being held and petted.
answer1367.txt,4.4,train,A tan puppy being petted.
source1368.txt,-1.0,orig,An elegant pink dining room with wooden furniture.
answer1368.txt,3.8,train,Elegant dining room with wood furniture.
source1369.txt,-1.0,orig,Two men in shorts are sitting on a sofa.
answer1369.txt,2.0,train,A women laying across two men sitting on a sofa.
source1370.txt,-1.0,orig,Two dirt bikers riding over dirt hill.
answer1370.txt,3.6,train,two motorbikes on a dirt track.
source1371.txt,-1.0,orig,A black and white dog looking at the camera.
answer1371.txt,2.2,train,The black and white cat is looking up at the camera.
source1372.txt,-1.0,orig,A grey cat with green eyes looking into the camera.
answer1372.txt,5.0,train,A gray cat with green eyes looks at the camera.
source1373.txt,-1.0,orig,Two dirt bikers riding over dirt hill.
answer1373.txt,0.2,train,Two lambs stand on a grassy hill.
source1374.txt,-1.0,orig,A man and woman posing on a field with a bottle of wine.
answer1374.txt,3.0,train,A man in white with a wine bottle and a woman in a red turtleneck with a white vest.
source1375.txt,-1.0,orig,a black and white cow standing in the field.
answer1375.txt,1.8,train,A lone cow sits in the cold of the yard.
source1376.txt,-1.0,orig,A red double decker bus driving down a street.
answer1376.txt,3.6,train,A double decker bus drives on a city street.
source1377.txt,-1.0,orig,A small white cat sitting in a sink.
answer1377.txt,1.8,train,Large black and white cat resting on a windowsill.
source1378.txt,-1.0,orig,A boy feeding a sheep hay.
answer1378.txt,4.2,train,Boy feeding a sheep.
source1379.txt,-1.0,orig,A girl wearing black shorts and boots is standing next to a blue motorcycle.
answer1379.txt,0.0,train,A girl in a black desktop holds up an open box of Corn Flakes and a carton of milk.
source1380.txt,-1.0,orig,a close up of a woman holding a white puppy.
answer1380.txt,0.8,train,a close up of a small cactus in a pot.
source1381.txt,-1.0,orig,A sheep stands on a hillside.
answer1381.txt,4.0,train,The white sheep is standing on the green hill.
source1382.txt,-1.0,orig,A bus is on a road with a ferris wheel in the background.
answer1382.txt,0.0,train,A black and white bird on a body of water with grass in the background.
source1383.txt,-1.0,orig,A group of elderly people sitting around a dining table.
answer1383.txt,0.0,train,A wooden bicycle with an awning.
source1384.txt,-1.0,orig,A black and white photo of an old wooden fence near a dirty street.
answer1384.txt,4.5,train,A black and white photo of a dilapidated wooden fence.
source1385.txt,-1.0,orig,A brown horse stands in tall grass.
answer1385.txt,2.6,train,Two brown horses standing in a green meadow.
source1386.txt,-1.0,orig,Two men stand with their bicycles outside a shop.
answer1386.txt,1.6,train,Two men wearing bike helmets.
source1387.txt,-1.0,orig,Man playing game in a store.
answer1387.txt,3.4,train,A man playing a video game in a store.
source1388.txt,-1.0,orig,A group of people sitting around a table with food on it.
answer1388.txt,3.6,train,A group of people sitting around a table on a porch.
source1389.txt,-1.0,orig,A women holds a small dog on a leash with chairs in the background.
answer1389.txt,0.0,train,A young girl wearing a bike helmet with a bicycle in the background.
source1390.txt,-1.0,orig,The back of the stop sign is adorned with stickers.
answer1390.txt,5.0,train,the back of a stop sign with many stickers on it.
source1391.txt,-1.0,orig,A green bike parked outside a book store.
answer1391.txt,4.0,train,A bicycle is parked outside a bookstore.
source1392.txt,-1.0,orig,A double-decker bus driving in front of a ferris wheel.
answer1392.txt,4.4,train,a brown double decker tour bus on a street with a ferris wheel behind it.
source1393.txt,-1.0,orig,A black headed sheep covered in thick white wool stands in a pasture with other sheep.
answer1393.txt,0.6,train,A black and white chair sitting in front of a brick wall and a window with a bamboo plant in a vase.
source1394.txt,-1.0,orig,A man in a tux on a white horse.
answer1394.txt,3.6,train,A man in a black uniform on a white horse.
source1395.txt,-1.0,orig,Two women standing in a living room with a black dog looking towards the camera.
answer1395.txt,4.0,train,Two women stand in a living room with a black dog.
source1396.txt,-1.0,orig,Two people paddling in a red canoe with trees in the background.
answer1396.txt,3.2,train,Two people paddling a red canoe are reflected in the still water.
source1397.txt,-1.0,orig,Close up of the headlights on a blue car.
answer1397.txt,4.0,train,A close-up view of the headlights of a blue old-fashioned car.
source1398.txt,-1.0,orig,Vehicles driving infant of an ornate building.
answer1398.txt,2.4,train,Cars driving near a model building.
source1399.txt,-1.0,orig,A red and blue plane flying with its landing gears down.
answer1399.txt,2.6,train,A blue and orange airplane flying with its landing gear down.
source1400.txt,-1.0,orig,A black and white cat sleeps on a purple blanket.
answer1400.txt,4.0,train,A black and white cat lying on a blanket.
source1401.txt,-1.0,orig,Road with the rear image of the tail lights of a bus.
answer1401.txt,0.2,train,A building with a temporary sign over the entrance to its parking lot.
source1402.txt,-1.0,orig,A group of people sitting around a table on a porch.
answer1402.txt,3.4,train,A group of people sitting around a table containing food.
source1403.txt,-1.0,orig,a woman sitting on a sofa holding a baby.
answer1403.txt,3.2,train,A man and women sitting on a sofa holding a small baby.
source1404.txt,-1.0,orig,A black and white cat sleeping on its side on a purple blanket.
answer1404.txt,3.0,train,A black and white cat lying on a blanket.
source1405.txt,-1.0,orig,A black and white photo of a bicycle.
answer1405.txt,1.8,train,A black and white photo of a love seat.
source1406.txt,-1.0,orig,View of a living room with a dining room in the background.
answer1406.txt,4.2,train,A living room with a dining table in the background.
source1407.txt,-1.0,orig,A red and gray train travels through a tunnel amongst the trees.
answer1407.txt,4.25,train,A red and gray train is going through a tunnel.
source1408.txt,-1.0,orig,An old Red London double decker bus with its hood raised.
answer1408.txt,4.2,train,Red double decker bus with hood open.
source1409.txt,-1.0,orig,A woman leading a white horse.
answer1409.txt,1.8,train,A man riding a white horse.
source1410.txt,-1.0,orig,A living room with large sofas and a dining table in the background.
answer1410.txt,3.8,train,View of a living room with a dining room in the background.
source1411.txt,-1.0,orig,Young couple sitting on a black couch.
answer1411.txt,0.8,train,An orange kitten lay on a leather couch.
source1412.txt,-1.0,orig,A person wearing a helmet rides a bike near a white structure.
answer1412.txt,3.0,train,A person wearing a bike helmet talks on a cell phone.
source1413.txt,-1.0,orig,A white train pulling into a station.
answer1413.txt,3.6,train,A subway train pulling into the station.
source1414.txt,-1.0,orig,A green bike parked outside a book store.
answer1414.txt,3.8,train,A bicycle is parked by a shop.
source1415.txt,-1.0,orig,Two women standing in front of tour bus.
answer1415.txt,0.0,train,Two men standing on beach.
source1416.txt,-1.0,orig,A blue jay standing in a grassy field.
answer1416.txt,1.4,train,Long-haired black dog standing in grassy field.
source1417.txt,-1.0,orig,A room with tan walls and a washer and dryer.
answer1417.txt,0.2,train,A small desk with chair near a laundry closet.
source1418.txt,-1.0,orig,Red double decker bus driving down a street.
answer1418.txt,4.6,train,Red double decker bus driving through the streets.
source1419.txt,-1.0,orig,A black swan flapping its wings on the water.
answer1419.txt,3.0,train,A goose flapping its wings in a body of water.
source1420.txt,-1.0,orig,The boy is lying on a couch with a puppy.
answer1420.txt,4.4,train,Boy laying on couch with dog.
source1421.txt,-1.0,orig,Black and white picture of a cat laying on a rug.
answer1421.txt,5.0,train,A black and white image of a cat laying on a rug.
source1422.txt,-1.0,orig,A large airplane parked at the airport at night.
answer1422.txt,3.6,train,A large jet on the ground at the airport.
source1423.txt,-1.0,orig,Two men catching a fish in a swamp.
answer1423.txt,0.0,train,Two women are sitting in a cafe.
source1424.txt,-1.0,orig,Eight bottles of Harp beer lined up on a wooden floor.
answer1424.txt,4.0,train,Eight bottles of Harp lager lined up on the floor.
source1425.txt,-1.0,orig,A cat looking at the camera.
answer1425.txt,1.4,train,A small child smiling at the camera.
source1426.txt,-1.0,orig,Person dressed in blue riding brown horse.
answer1426.txt,2.6,train,A woman riding a brown horse.
source1427.txt,-1.0,orig,The wall-mounted flat-screen TV is showing a movie.
answer1427.txt,3.2,train,photo of a television screen showing a movie.
source1428.txt,-1.0,orig,Bird perched on a flowerpot beside a stucco wall.
answer1428.txt,4.2,train,A bird perched on a flowerpot.
source1429.txt,-1.0,orig,Grey and white cat sitting in bathroom sink.
answer1429.txt,3.4,train,White cat sitting inside of a sink.
source1430.txt,-1.0,orig,Young girl in riding gear on a horse.
answer1430.txt,4.4,train,Young woman in riding gear on top of horse.
source1431.txt,-1.0,orig,Two women in a sailboat.
answer1431.txt,3.8,train,Two people are sailing a small boat.
source1432.txt,-1.0,orig,A small bird perched on an icy branch.
answer1432.txt,3.0,train,A small bird on a tiny branch.
source1433.txt,-1.0,orig,Two eagles sitting on a long branch.
answer1433.txt,1.6,train,Two animals sitting on a rock.
source1434.txt,-1.0,orig,Two cats are sitting on the back of a couch and looking out the window in a sea photo.
answer1434.txt,4.2,train,Two cats sit on the back of a couch looking out the window.
source1435.txt,-1.0,orig,Two women sheering a sheep.
answer1435.txt,4.4,train,Two young women shear a sheep.
source1436.txt,-1.0,orig,A young female rider on a brown horse.
answer1436.txt,3.8,train,The young rider takes a ride on the brown horse.
source1437.txt,-1.0,orig,A group of people sitting at a restaurant table.
answer1437.txt,3.0,train,Six people are seated at a restaurant table and looking into the camera.
source1438.txt,-1.0,orig,A white lamb with its nose against a wooden box.
answer1438.txt,3.8,train,Little white lamb with nose to wood.
source1439.txt,-1.0,orig,a little girl is riding a white and grey horse.
answer1439.txt,4.6,train,A young girl riding a white and grey horse.
source1440.txt,-1.0,orig,A black dog standing in a room being constructed.
answer1440.txt,3.2,train,A black dog stands next to materials at a construction site.
source1441.txt,-1.0,orig,A black swan flapping its wings on the water.
answer1441.txt,3.6,train,A bird is flapping its wings in the water.
source1442.txt,-1.0,orig,A black and white cat laying on a cat bed.
answer1442.txt,3.75,train,A black and white cat lying on a blanket.
source1443.txt,-1.0,orig,The woman is riding on the brown horse.
answer1443.txt,3.8,train,Young woman in riding gear on top of horse.
source1444.txt,-1.0,orig,A small turboprop plane being loaded on the tarmac.
answer1444.txt,3.4,train,A plane being readied for take-off.
source1445.txt,-1.0,orig,A television with a show on.
answer1445.txt,0.0,train,A white leather couch with a purse and throw blanket on it.
source1446.txt,-1.0,orig,Kitchen with wooden table and cabinets.
answer1446.txt,4.2,train,A kitchen with wooden cabinets and furniture.
source1447.txt,-1.0,orig,Grey and white cat sitting in bathroom sink.
answer1447.txt,0.8,train,The cat is attacking a corn husk broom.
source1448.txt,-1.0,orig,Couple with newborn baby.
answer1448.txt,4.2,train,A couple holds a baby.
source1449.txt,-1.0,orig,Bird eating from a bird feeder.
answer1449.txt,4.25,train,A small bird eating from the feeder.
source1450.txt,-1.0,orig,A close-up of a sheep with a black head.
answer1450.txt,4.0,train,Close up of a white sheep with a black head.
source1451.txt,-1.0,orig,A small boy laying on a sofa with a dog.
answer1451.txt,5.0,train,A young boy laying on a sofa with a dog.
source1452.txt,-1.0,orig,A small red and grey bird perched in a tree.
answer1452.txt,3.2,train,A red bird is perched in a tree.
source1453.txt,-1.0,orig,Yellow scooter parked in an alley way.
answer1453.txt,0.4,train,Two buses parked on a street.
source1454.txt,-1.0,orig,A grey
answer1454.txt,1.0,train,A black and white dog looking at the camera.
source1455.txt,-1.0,orig,A train on the train tracks.
answer1455.txt,4.8,train,A train is on the railroad tracks.
source1456.txt,-1.0,orig,A close-up of a silver train engine with a red stripe.
answer1456.txt,3.0,train,Large silver locomotive engine in a shed.
source1457.txt,-1.0,orig,A woman in a sari drinks something while sitting at a table.
answer1457.txt,2.6,train,A women sitting at a table drinking with a basketball picture in the background.
source1458.txt,-1.0,orig,A black steam train traveling on the railroad tracks.
answer1458.txt,3.0,train,A green steam engine traveling on the railroad tracks.
source1459.txt,-1.0,orig,Red sports car on top of white semi truck.
answer1459.txt,4.0,train,A small red car on top of a semi truck.
source1460.txt,-1.0,orig,A man stands on a platform in front of a silver train.
answer1460.txt,3.4,train,The man poses for a photo in front of the train.
source1461.txt,-1.0,orig,A cyclist in black and white lira speeding past spectators.
answer1461.txt,3.4,train,A bicyclist in black on a black and red racing bike.
source1462.txt,-1.0,orig,A small kitchen with items stacked on the shelves and on the counter.
answer1462.txt,3.8,train,A kitchen sink and countertop with bowls on shelves.
source1463.txt,-1.0,orig,A room with a television
answer1463.txt,3.2,train,A television in a messy room with several bookcases.
source1464.txt,-1.0,orig,A black and white cat laying on the ground in the sun.
answer1464.txt,2.8,train,A black and white cat sleeping on its side on a purple blanket.
source1465.txt,-1.0,orig,A women riding a mountain bike on a large concrete area.
answer1465.txt,3.8,train,A woman riding a bicycle on a large concrete area.
source1466.txt,-1.0,orig,The cow is grazing in a field.
answer1466.txt,2.8,train,Two cows standing in a large field.
source1467.txt,-1.0,orig,A bald man with a beard pets the nose of a black and white horse at the fence.
answer1467.txt,3.4,train,A bald man touches the nose of a black horse on the other side of a fence.
source1468.txt,-1.0,orig,A man stands next to a yellow Corvette.
answer1468.txt,4.0,train,A man is standing next to a yellow sports car.
source1469.txt,-1.0,orig,A black and white photo of cattle at a trough.
answer1469.txt,3.2,train,a black and white photo of cows in their stalls.
source1470.txt,-1.0,orig,a brown double decker tour bus on a street with a ferris wheel behind it.
answer1470.txt,4.2,train,Double decker bus with the London Eye ferris wheel in background.
source1471.txt,-1.0,orig,A flock of birds flying over a body of water.
answer1471.txt,0.6,train,A yellow and black bird eats from a bird feeder.
source1472.txt,-1.0,orig,A man stands on a platform in front of a silver train.
answer1472.txt,3.8,train,A man stands in front of a train.
source1473.txt,-1.0,orig,A small white plane parked in an airport on a cloudy day.
answer1473.txt,4.6,train,A small plane parked at an airfield with a cloudy sky overhead.
source1474.txt,-1.0,orig,A boat is in the water and a small airplane is on the dock.
answer1474.txt,3.4,train,A boat is on the water near a small plane.
source1475.txt,-1.0,orig,A domestic animal stands in a pen.
answer1475.txt,0.6,train,A man riding a white horse in an arena.
source1476.txt,-1.0,orig,a computer on the floor.
answer1476.txt,4.2,train,A Macintosh computer sitting on the floor.
source1477.txt,-1.0,orig,A dog sitting on a yellow chair next to a green dumpster.
answer1477.txt,0.4,train,A black and white cat is sitting on a brown chair looking up.
source1478.txt,-1.0,orig,A large dog stands next to a sheep in a field.
answer1478.txt,2.8,train,sheep standing in afield.
source1479.txt,-1.0,orig,A group of elderly people pose around a dining table.
